CreatedById,CreatedDate,Description,EndTime,Id,IsDeleted,LastModifiedById,LastModifiedDate,LastReferencedDate,LastViewedDate,Name,OwnerId,ScanType,StartTime,SystemModstamp
005O900000jBHLNIA4,2025-09-30T16:40:32.000+0000,,2025-10-01T06:59:59.000+0000,1DoO90000007IHxKAM,false,005O900000jBHLNIA4,2025-09-30T16:40:32.000+0000,2025-09-30T16:41:01.000+0000,2025-09-30T16:41:01.000+0000,Test,005O900000jBHLNIA4,PatternMatch,2025-09-23T07:00:00.000+0000,2025-09-30T16:40:32.000+0000
